TransactionID,Amount,SenderCounty,ReceiverCounty,TimeOfDay,TransactionType,AccountAgeMonths,TransactionsLast24Hours,DeviceChangedRecently,NewLocationLogin,FailedPinAttempts,IsWeekend,Fraudulent
TXN001808,394660,Mombasa,Uasin Gishu,12,Send Money,85,5,Yes,Yes,1,Yes,Yes
TXN001810,488897,Uasin Gishu,Uasin Gishu,10,Paybill,32,7,Yes,Yes,4,Yes,Yes
TXN001811,281146,Kisumu,Kiambu,5,Send Money,2,22,Yes,No,4,Yes,Yes
TXN001813,312695,Machakos,Uasin Gishu,2,Send Money,37,13,Yes,Yes,3,No,Yes
TXN001814,422291,Mombasa,Nakuru,14,Send Money,120,7,No,Yes,7,Yes,Yes
TXN001816,399857,Kisumu,Nairobi,4,Withdraw,119,5,Yes,Yes,4,Yes,Yes
TXN001819,119693,Kiambu,Kisumu,21,Send Money,17,5,No,Yes,5,No,Yes
TXN001820,116356,Mombasa,Nairobi,19,Till,90,23,No,Yes,3,Yes,Yes
TXN001824,403309,Uasin Gishu,Nyeri,7,Send Money,16,26,Yes,Yes,3,Yes,Yes
TXN001827,179733,Uasin Gishu,Kakamega,3,Paybill,91,2,No,Yes,3,Yes,Yes
TXN001831,107299,Meru,Uasin Gishu,5,Withdraw,16,18,Yes,No,3,Yes,Yes
TXN001836,430253,Mombasa,Machakos,5,Send Money,92,19,No,Yes,5,Yes,Yes
TXN001837,134016,Meru,Nyeri,15,Paybill,79,20,Yes,No,7,No,Yes
TXN001840,251651,Uasin Gishu,Kisumu,6,Till,74,9,Yes,Yes,2,No,Yes
TXN001842,13842,Mombasa,Mombasa,13,Send Money,28,15,Yes,No,8,Yes,Yes
TXN001844,472345,Nyeri,Nyeri,20,Till,19,29,Yes,Yes,7,Yes,Yes
TXN001845,486486,Kiambu,Kiambu,17,Paybill,85,17,Yes,Yes,8,No,Yes
TXN001847,229513,Nyeri,Nairobi,13,Withdraw,120,1,Yes,Yes,0,No,Yes
TXN001848,167926,Meru,Mombasa,9,Withdraw,61,22,Yes,Yes,3,No,Yes
TXN001849,48024,Meru,Kiambu,5,Withdraw,98,21,Yes,Yes,8,No,Yes
TXN001850,293488,Nairobi,Kiambu,1,Till,116,17,Yes,No,6,No,Yes
TXN001851,120288,Machakos,Uasin Gishu,1,Withdraw,92,4,No,Yes,6,Yes,Yes
TXN001852,471692,Nyeri,Nyeri,7,Till,71,21,Yes,Yes,7,No,Yes
TXN001853,379039,Kiambu,Nairobi,19,Withdraw,49,12,Yes,No,6,Yes,Yes
TXN001857,229,Nyeri,Nyeri,7,Send Money,65,19,Yes,No,8,No,Yes
TXN001859,222827,Nakuru,Mombasa,18,Paybill,3,20,Yes,Yes,4,Yes,Yes
TXN001860,187612,Nakuru,Nakuru,15,Withdraw,85,25,Yes,Yes,6,Yes,Yes
TXN001861,468995,Machakos,Nyeri,16,Send Money,1,11,Yes,Yes,0,No,Yes
TXN001862,210084,Kiambu,Kakamega,4,Till,43,25,Yes,Yes,5,No,Yes
TXN001865,286680,Mombasa,Kiambu,2,Withdraw,70,30,Yes,No,7,Yes,Yes
TXN001866,142063,Uasin Gishu,Uasin Gishu,8,Withdraw,53,17,Yes,Yes,5,Yes,Yes
TXN001867,323256,Kiambu,Nyeri,12,Till,85,18,Yes,No,8,No,Yes
TXN001868,361121,Machakos,Nairobi,3,Send Money,115,28,Yes,No,5,No,Yes
TXN001869,321804,Nakuru,Uasin Gishu,22,Send Money,18,24,Yes,Yes,7,No,Yes
TXN001870,184211,Nakuru,Meru,17,Withdraw,15,3,No,Yes,6,Yes,Yes
TXN001875,84895,Kakamega,Kakamega,10,Send Money,2,27,No,No,6,No,Yes
TXN001878,367365,Nakuru,Nairobi,0,Withdraw,38,2,Yes,No,5,No,Yes
TXN001882,31490,Kakamega,Kakamega,17,Paybill,1,25,Yes,Yes,7,No,Yes
TXN001883,102749,Kiambu,Kakamega,4,Withdraw,112,3,Yes,No,7,Yes,Yes
TXN001886,454292,Kisumu,Machakos,8,Paybill,97,18,Yes,No,8,No,Yes
TXN001887,162454,Kiambu,Nairobi,1,Withdraw,17,4,Yes,No,4,No,Yes
TXN001890,472522,Kakamega,Kisumu,0,Paybill,100,13,Yes,Yes,4,Yes,Yes
TXN001893,319278,Machakos,Nakuru,9,Send Money,102,8,No,Yes,4,Yes,Yes
TXN001894,18800,Kakamega,Nyeri,9,Send Money,110,30,Yes,Yes,6,No,Yes
TXN001895,441794,Machakos,Kiambu,8,Withdraw,55,12,Yes,No,4,No,Yes
TXN001897,369451,Meru,Mombasa,4,Withdraw,101,18,Yes,Yes,5,Yes,Yes
TXN001900,121973,Kiambu,Kisumu,6,Paybill,5,26,Yes,No,4,Yes,Yes
TXN001901,310634,Mombasa,Nyeri,15,Send Money,58,6,Yes,Yes,1,Yes,Yes
TXN001902,205516,Meru,Nyeri,6,Paybill,118,27,Yes,Yes,2,Yes,Yes
TXN001905,374845,Machakos,Uasin Gishu,2,Till,50,4,Yes,Yes,4,Yes,Yes
TXN001906,32404,Mombasa,Meru,16,Send Money,118,24,Yes,No,5,Yes,Yes
TXN001907,412228,Kiambu,Uasin Gishu,18,Till,62,9,No,Yes,3,No,Yes
TXN001908,436287,Nairobi,Kakamega,12,Paybill,87,26,Yes,Yes,0,Yes,Yes
TXN001911,480371,Nairobi,Kakamega,17,Till,48,10,Yes,Yes,3,No,Yes
TXN001913,220088,Kisumu,Uasin Gishu,19,Withdraw,71,7,No,Yes,6,No,Yes
TXN001914,411569,Kakamega,Nyeri,21,Withdraw,2,17,Yes,No,8,Yes,Yes
TXN001915,409827,Kisumu,Machakos,14,Send Money,79,3,No,Yes,5,No,Yes
TXN001916,298553,Nairobi,Mombasa,4,Withdraw,59,29,No,Yes,3,Yes,Yes
TXN001923,167277,Machakos,Kakamega,0,Send Money,56,25,Yes,Yes,2,Yes,Yes
TXN001924,491882,Uasin Gishu,Kiambu,1,Withdraw,94,2,Yes,No,3,No,Yes
TXN001925,90058,Nyeri,Kisumu,17,Till,28,27,Yes,No,7,Yes,Yes
TXN001933,453666,Kakamega,Mombasa,13,Send Money,110,14,No,Yes,4,No,Yes
TXN001934,327418,Nyeri,Mombasa,6,Send Money,102,24,Yes,No,3,No,Yes
TXN001935,18673,Nakuru,Kisumu,2,Withdraw,34,11,Yes,Yes,5,No,Yes
TXN001937,212717,Nakuru,Meru,17,Paybill,111,9,No,Yes,6,No,Yes
TXN001938,376356,Kisumu,Machakos,7,Withdraw,33,29,No,Yes,8,No,Yes
TXN001940,428028,Kakamega,Meru,10,Till,57,30,No,Yes,6,No,Yes
TXN001941,42025,Meru,Nairobi,17,Till,47,13,Yes,Yes,2,Yes,Yes
TXN001942,473122,Nairobi,Meru,3,Paybill,99,11,Yes,Yes,7,No,Yes
TXN001944,357602,Meru,Machakos,7,Till,50,2,Yes,Yes,0,No,Yes
TXN001948,148171,Kisumu,Kakamega,19,Send Money,6,27,No,Yes,7,Yes,Yes
TXN001949,488031,Nairobi,Nairobi,12,Till,46,23,No,Yes,3,Yes,Yes
TXN001950,355275,Nairobi,Kiambu,11,Paybill,80,7,No,Yes,3,Yes,Yes
TXN001952,328705,Nyeri,Machakos,11,Paybill,79,30,Yes,Yes,5,Yes,Yes
TXN001954,213727,Nyeri,Nairobi,2,Withdraw,63,19,Yes,Yes,6,No,Yes
TXN001955,376032,Nyeri,Kiambu,22,Paybill,57,16,No,Yes,3,No,Yes
TXN001956,375784,Nakuru,Nairobi,0,Withdraw,114,7,Yes,No,4,No,Yes
TXN001957,257358,Nakuru,Kisumu,20,Till,59,13,Yes,No,5,Yes,Yes
TXN001958,434392,Kiambu,Kisumu,12,Paybill,2,3,No,Yes,6,No,Yes
TXN001960,161381,Meru,Nairobi,20,Withdraw,43,28,Yes,Yes,0,Yes,Yes
TXN001962,79462,Kakamega,Nakuru,4,Send Money,114,29,Yes,Yes,6,No,Yes
TXN001965,351866,Machakos,Machakos,16,Paybill,103,29,Yes,Yes,2,No,Yes
TXN001967,441423,Kisumu,Mombasa,20,Paybill,21,8,Yes,Yes,3,No,Yes
TXN001969,405221,Machakos,Nyeri,17,Send Money,15,17,No,Yes,8,No,Yes
TXN001971,371680,Mombasa,Nyeri,12,Paybill,7,25,No,Yes,7,Yes,Yes
TXN001972,266661,Machakos,Kiambu,1,Send Money,117,19,No,Yes,8,No,Yes
TXN001974,281411,Kiambu,Mombasa,8,Till,17,21,Yes,Yes,2,Yes,Yes
TXN001975,255522,Mombasa,Uasin Gishu,11,Paybill,36,21,Yes,Yes,8,Yes,Yes
TXN001976,367628,Nakuru,Nairobi,8,Paybill,2,22,Yes,Yes,2,Yes,Yes
TXN001977,114878,Kisumu,Mombasa,7,Till,110,5,Yes,No,7,No,Yes
TXN001978,376411,Nairobi,Uasin Gishu,8,Withdraw,25,2,Yes,Yes,6,No,Yes
TXN001979,103356,Kakamega,Kakamega,11,Withdraw,1,22,Yes,No,3,No,Yes
TXN001980,473531,Kisumu,Meru,2,Withdraw,75,4,Yes,Yes,1,Yes,Yes
TXN001981,357947,Meru,Nairobi,5,Paybill,114,27,Yes,No,4,No,Yes
TXN001983,85090,Kakamega,Nairobi,16,Send Money,20,19,Yes,Yes,1,No,Yes
TXN001987,297611,Kakamega,Nakuru,4,Paybill,54,12,Yes,No,6,Yes,Yes
TXN001988,202079,Kiambu,Nakuru,13,Paybill,18,14,Yes,Yes,4,Yes,Yes
TXN001992,191242,Nairobi,Nakuru,2,Send Money,69,8,Yes,Yes,4,Yes,Yes
TXN001995,378452,Uasin Gishu,Machakos,18,Withdraw,99,29,No,Yes,5,Yes,Yes
TXN001998,266412,Machakos,Machakos,18,Withdraw,12,27,No,Yes,6,Yes,Yes
TXN002001,341185,Mombasa,Kiambu,10,Till,70,19,Yes,Yes,2,No,Yes
TXN002002,111980,Kakamega,Nakuru,3,Send Money,92,26,Yes,No,6,Yes,Yes
TXN002003,15772,Kisumu,Kisumu,3,Send Money,69,21,Yes,No,8,No,Yes
TXN002004,193176,Machakos,Kisumu,6,Till,94,18,No,Yes,8,No,Yes
TXN002005,427683,Kiambu,Kiambu,21,Withdraw,85,9,Yes,No,8,No,Yes
TXN002006,25535,Machakos,Kisumu,7,Withdraw,15,16,Yes,Yes,0,No,Yes
TXN002008,58495,Kakamega,Nyeri,2,Send Money,36,30,Yes,Yes,5,Yes,Yes
TXN002010,382511,Nakuru,Mombasa,13,Send Money,17,3,No,Yes,5,No,Yes
TXN002011,316832,Kakamega,Kisumu,1,Paybill,39,8,Yes,Yes,6,Yes,Yes
TXN002013,301837,Machakos,Meru,11,Paybill,93,21,No,Yes,5,Yes,Yes
TXN002014,476913,Meru,Nakuru,16,Paybill,31,5,Yes,Yes,7,Yes,Yes
TXN002015,796,Kisumu,Nakuru,13,Withdraw,37,12,No,Yes,5,Yes,Yes
TXN002016,45719,Nairobi,Nyeri,14,Send Money,65,12,Yes,No,6,Yes,Yes
TXN002017,268197,Nakuru,Uasin Gishu,1,Send Money,24,13,No,Yes,8,Yes,Yes
TXN002020,232108,Kisumu,Kisumu,5,Send Money,97,9,Yes,Yes,3,Yes,Yes
TXN002022,93707,Meru,Machakos,6,Till,94,12,No,Yes,6,Yes,Yes
TXN002023,344029,Mombasa,Mombasa,17,Send Money,7,29,No,Yes,7,Yes,Yes
TXN002025,120172,Kisumu,Nairobi,21,Send Money,110,18,No,Yes,8,No,Yes
TXN002027,344429,Nairobi,Machakos,10,Till,47,13,Yes,No,4,No,Yes
TXN002028,298200,Uasin Gishu,Kiambu,2,Send Money,10,26,Yes,Yes,5,Yes,Yes
TXN002030,302161,Machakos,Kisumu,1,Withdraw,93,13,Yes,No,7,No,Yes
TXN002031,421277,Uasin Gishu,Kisumu,21,Send Money,1,26,Yes,Yes,4,Yes,Yes
TXN002035,229609,Nyeri,Uasin Gishu,11,Paybill,84,13,Yes,No,5,No,Yes
TXN002036,440797,Meru,Mombasa,20,Withdraw,82,30,Yes,No,3,Yes,Yes
TXN002041,484155,Machakos,Uasin Gishu,22,Send Money,40,29,Yes,No,3,No,Yes
TXN002042,134756,Machakos,Machakos,22,Paybill,110,11,Yes,Yes,6,Yes,Yes
TXN002044,462855,Machakos,Nakuru,1,Till,82,19,No,Yes,6,Yes,Yes
TXN002045,311248,Mombasa,Kisumu,16,Paybill,60,24,Yes,Yes,5,No,Yes
TXN002046,242623,Mombasa,Machakos,19,Till,53,22,Yes,No,4,Yes,Yes
TXN002048,173278,Mombasa,Kiambu,19,Send Money,97,9,No,Yes,4,No,Yes
TXN002049,207417,Meru,Kakamega,9,Paybill,73,30,Yes,Yes,4,No,Yes
TXN002051,262458,Mombasa,Nakuru,5,Send Money,54,5,No,Yes,8,No,Yes
TXN002053,171399,Machakos,Machakos,15,Paybill,39,29,No,Yes,4,No,Yes
TXN002054,450488,Kiambu,Kiambu,18,Withdraw,100,5,Yes,Yes,0,Yes,Yes
TXN002055,444780,Nairobi,Kisumu,23,Till,39,13,Yes,Yes,3,Yes,Yes
TXN002056,55958,Uasin Gishu,Machakos,16,Withdraw,18,25,Yes,Yes,7,No,Yes
TXN002060,489099,Kiambu,Kakamega,9,Paybill,86,24,Yes,Yes,3,Yes,Yes
TXN002061,139050,Kakamega,Meru,13,Withdraw,53,7,Yes,Yes,4,Yes,Yes
TXN002062,409744,Kisumu,Meru,8,Withdraw,106,18,Yes,Yes,8,No,Yes
TXN002063,394976,Kiambu,Mombasa,14,Till,75,2,Yes,Yes,7,No,Yes
TXN002066,104367,Nairobi,Kisumu,10,Withdraw,26,5,Yes,Yes,0,Yes,Yes
TXN002067,300790,Nakuru,Nakuru,8,Withdraw,14,7,Yes,Yes,3,Yes,Yes
TXN002068,245650,Nairobi,Kakamega,13,Paybill,57,3,Yes,No,7,No,Yes
TXN002070,110469,Kakamega,Kisumu,7,Send Money,8,3,Yes,Yes,8,No,Yes
TXN002071,113707,Kakamega,Mombasa,18,Send Money,35,23,Yes,Yes,2,No,Yes
TXN002072,47690,Nairobi,Machakos,1,Withdraw,59,23,Yes,Yes,2,No,Yes
TXN002075,281499,Machakos,Nyeri,2,Paybill,112,30,No,Yes,7,Yes,Yes
TXN002076,81603,Nyeri,Kiambu,22,Till,41,20,Yes,No,6,No,Yes
TXN002077,479699,Nakuru,Kakamega,18,Send Money,65,24,Yes,Yes,7,Yes,Yes
TXN002078,416559,Mombasa,Nyeri,14,Send Money,24,4,Yes,Yes,1,Yes,Yes
TXN002080,418399,Meru,Meru,19,Till,81,30,Yes,Yes,5,Yes,Yes
TXN002081,364139,Kisumu,Kisumu,4,Withdraw,46,6,No,Yes,7,Yes,Yes
TXN002082,495683,Kisumu,Kisumu,0,Till,50,24,No,Yes,3,No,Yes
TXN002083,449446,Uasin Gishu,Machakos,21,Till,38,5,Yes,Yes,6,Yes,Yes
TXN002084,309958,Nyeri,Nakuru,6,Till,113,21,No,Yes,3,Yes,Yes
TXN002085,154414,Nyeri,Meru,18,Till,39,15,Yes,No,8,No,Yes
TXN002086,6207,Meru,Uasin Gishu,16,Till,35,15,Yes,Yes,0,No,Yes
TXN002087,37469,Kiambu,Meru,22,Paybill,79,25,No,Yes,7,No,Yes
TXN002088,208329,Nakuru,Kiambu,5,Withdraw,55,21,Yes,Yes,5,No,Yes
TXN002091,79169,Nakuru,Nairobi,4,Till,76,10,Yes,Yes,5,No,Yes
TXN002092,165622,Kakamega,Kisumu,20,Withdraw,97,22,No,Yes,6,Yes,Yes
TXN002094,326944,Mombasa,Nakuru,20,Send Money,66,1,No,Yes,3,Yes,Yes
TXN002095,22913,Kisumu,Kisumu,3,Paybill,35,19,Yes,Yes,1,Yes,Yes
TXN002096,410101,Uasin Gishu,Nyeri,13,Withdraw,10,12,No,Yes,5,Yes,Yes
TXN002097,210532,Kiambu,Nyeri,17,Send Money,39,29,Yes,Yes,1,No,Yes
TXN002098,204240,Kisumu,Meru,16,Withdraw,40,10,Yes,Yes,0,No,Yes
TXN002099,231913,Uasin Gishu,Uasin Gishu,9,Withdraw,82,17,No,Yes,5,No,Yes
TXN002101,374842,Kisumu,Nairobi,9,Send Money,120,14,Yes,Yes,1,Yes,Yes
TXN002103,47260,Meru,Nyeri,3,Paybill,61,28,No,Yes,6,No,Yes
TXN002104,269370,Uasin Gishu,Uasin Gishu,13,Send Money,90,7,Yes,Yes,0,Yes,Yes
TXN002105,386712,Machakos,Nakuru,23,Paybill,89,24,Yes,Yes,0,Yes,Yes
TXN002107,141687,Uasin Gishu,Meru,5,Send Money,32,29,Yes,Yes,5,Yes,Yes
TXN002108,31319,Nakuru,Nakuru,5,Paybill,58,13,No,Yes,7,No,Yes
TXN002109,462479,Uasin Gishu,Mombasa,16,Till,112,17,No,Yes,3,No,Yes
TXN002110,332972,Mombasa,Nakuru,13,Till,15,29,No,Yes,6,No,Yes
TXN002111,407406,Nakuru,Nakuru,22,Paybill,14,1,Yes,Yes,2,Yes,Yes
TXN002113,170635,Uasin Gishu,Mombasa,20,Send Money,91,25,Yes,No,7,No,Yes
TXN002115,244939,Machakos,Meru,13,Paybill,78,15,No,Yes,7,Yes,Yes
TXN002117,364918,Kisumu,Machakos,14,Paybill,106,13,No,Yes,5,Yes,Yes
TXN002118,161555,Meru,Kiambu,21,Withdraw,79,17,Yes,No,5,Yes,Yes
TXN002121,254031,Kiambu,Nyeri,11,Till,3,18,Yes,No,4,No,Yes
TXN002123,272148,Uasin Gishu,Kiambu,18,Send Money,81,11,Yes,No,8,Yes,Yes
TXN002124,139102,Nairobi,Machakos,5,Send Money,38,11,Yes,Yes,8,No,Yes
TXN002126,289916,Kiambu,Nyeri,8,Till,78,29,Yes,Yes,8,Yes,Yes
TXN002127,272723,Nairobi,Machakos,15,Till,14,25,Yes,Yes,8,Yes,Yes
TXN002128,349622,Nyeri,Machakos,13,Paybill,105,18,Yes,No,4,Yes,Yes
TXN002130,377644,Nairobi,Machakos,12,Till,50,25,No,Yes,5,Yes,Yes
TXN002132,263585,Kisumu,Uasin Gishu,20,Send Money,98,16,Yes,Yes,8,No,Yes
TXN002133,16423,Nairobi,Nakuru,8,Till,15,21,Yes,No,5,Yes,Yes
TXN002134,158917,Machakos,Uasin Gishu,17,Withdraw,33,5,Yes,No,7,No,Yes
TXN002139,315032,Machakos,Nairobi,15,Send Money,56,11,Yes,Yes,3,Yes,Yes
TXN002141,206822,Nakuru,Kisumu,20,Withdraw,17,22,Yes,Yes,1,No,Yes
TXN002142,259390,Machakos,Nyeri,10,Paybill,21,14,No,Yes,5,No,Yes
TXN002143,94917,Machakos,Mombasa,12,Send Money,75,22,No,Yes,5,Yes,Yes
TXN002144,263429,Nairobi,Machakos,1,Send Money,42,16,No,Yes,7,Yes,Yes
TXN002145,190509,Kiambu,Kiambu,15,Paybill,40,20,Yes,No,7,No,Yes
TXN002147,58841,Meru,Kakamega,6,Till,107,26,No,Yes,5,No,Yes
TXN002148,151771,Kakamega,Nyeri,17,Send Money,109,29,Yes,Yes,5,Yes,Yes
TXN002150,223985,Machakos,Kisumu,15,Withdraw,120,2,No,Yes,8,Yes,Yes
TXN002151,102967,Machakos,Kisumu,3,Withdraw,2,10,No,Yes,5,Yes,Yes
TXN002152,362600,Kakamega,Nyeri,1,Send Money,40,14,No,Yes,5,Yes,Yes
TXN002153,268424,Nakuru,Kiambu,8,Withdraw,73,28,Yes,No,6,No,Yes
TXN002155,162784,Uasin Gishu,Kiambu,10,Send Money,29,7,No,Yes,4,No,Yes
TXN002156,319651,Nyeri,Meru,17,Till,76,19,Yes,Yes,1,Yes,Yes
TXN002157,251546,Mombasa,Mombasa,17,Withdraw,30,19,Yes,Yes,5,Yes,Yes
TXN002158,347952,Kiambu,Nyeri,16,Till,67,10,No,Yes,4,No,Yes
TXN002160,333030,Meru,Nairobi,5,Paybill,91,19,No,Yes,8,Yes,Yes
TXN002162,471234,Kiambu,Machakos,3,Till,11,15,Yes,No,8,No,Yes
TXN002164,380745,Uasin Gishu,Nyeri,3,Send Money,28,21,Yes,Yes,8,No,Yes
TXN002165,303152,Meru,Nairobi,0,Paybill,32,20,No,Yes,4,No,Yes
TXN002166,436988,Kisumu,Nyeri,13,Withdraw,14,15,No,Yes,5,No,Yes
TXN002167,306863,Kakamega,Nairobi,21,Till,27,8,No,Yes,5,Yes,Yes
TXN002169,5521,Machakos,Machakos,3,Paybill,32,28,Yes,No,4,Yes,Yes
TXN002170,379376,Nyeri,Mombasa,1,Till,55,2,Yes,No,8,Yes,Yes
TXN002171,171880,Nakuru,Uasin Gishu,2,Till,8,29,Yes,No,3,No,Yes
TXN002172,489035,Kisumu,Kakamega,2,Paybill,90,26,No,Yes,6,No,Yes
TXN002173,361917,Nakuru,Meru,1,Send Money,45,17,No,Yes,3,No,Yes
TXN002176,414160,Uasin Gishu,Meru,1,Paybill,113,4,Yes,No,4,Yes,Yes
TXN002177,439570,Kakamega,Nairobi,5,Withdraw,66,30,Yes,No,7,Yes,Yes
TXN002178,401502,Kiambu,Kisumu,16,Send Money,84,13,No,Yes,5,Yes,Yes
TXN002179,198079,Nairobi,Mombasa,19,Withdraw,104,9,No,Yes,6,Yes,Yes
TXN002180,497489,Uasin Gishu,Kiambu,1,Till,42,21,Yes,No,8,No,Yes
TXN002181,65292,Nairobi,Kiambu,4,Withdraw,5,7,Yes,Yes,7,Yes,Yes
TXN002182,220092,Kiambu,Kakamega,3,Paybill,27,14,Yes,Yes,4,No,Yes
TXN002183,310416,Uasin Gishu,Kakamega,12,Till,41,26,Yes,Yes,6,Yes,Yes
TXN002184,364520,Meru,Nyeri,14,Till,97,28,Yes,Yes,2,No,Yes
TXN002185,456793,Nyeri,Kakamega,4,Withdraw,41,25,No,Yes,3,No,Yes
TXN002186,64687,Mombasa,Uasin Gishu,8,Send Money,59,9,Yes,Yes,6,Yes,Yes
TXN002187,106530,Kakamega,Machakos,16,Paybill,40,7,Yes,No,3,No,Yes
TXN002189,376205,Nyeri,Uasin Gishu,0,Paybill,2,20,Yes,Yes,5,Yes,Yes
TXN002190,285761,Nairobi,Kiambu,2,Paybill,17,13,Yes,No,4,Yes,Yes
TXN002191,452173,Kakamega,Kisumu,0,Till,112,8,Yes,Yes,5,No,Yes
TXN002192,397440,Mombasa,Meru,6,Paybill,36,3,Yes,Yes,7,No,Yes
TXN002193,141986,Meru,Kiambu,3,Paybill,48,25,Yes,Yes,0,No,Yes
TXN002195,107364,Kisumu,Kisumu,9,Send Money,24,6,No,Yes,7,No,Yes
TXN002196,138994,Mombasa,Nyeri,19,Send Money,107,29,Yes,Yes,6,Yes,Yes
TXN002200,285106,Meru,Machakos,0,Send Money,75,1,Yes,No,7,No,Yes
TXN002203,296991,Kisumu,Kisumu,3,Send Money,6,24,No,Yes,6,No,Yes
TXN002205,286918,Kiambu,Nakuru,13,Send Money,104,3,No,Yes,7,No,Yes
TXN002207,8122,Kisumu,Nairobi,18,Till,19,11,Yes,Yes,4,Yes,Yes
TXN002213,414847,Uasin Gishu,Nairobi,0,Till,113,30,No,Yes,3,No,Yes
TXN002214,163607,Meru,Mombasa,18,Send Money,59,9,Yes,Yes,7,Yes,Yes
TXN002215,257315,Nairobi,Nairobi,12,Paybill,38,20,Yes,Yes,6,No,Yes
TXN002216,206115,Kiambu,Nyeri,8,Withdraw,78,24,Yes,Yes,5,Yes,Yes
TXN002217,141827,Machakos,Kiambu,13,Paybill,58,2,Yes,Yes,3,No,Yes
TXN002218,77662,Nakuru,Kakamega,21,Paybill,92,28,Yes,Yes,1,Yes,Yes
TXN002219,454198,Nairobi,Nairobi,0,Send Money,2,12,No,Yes,3,Yes,Yes
TXN002220,287644,Nakuru,Meru,3,Send Money,67,13,Yes,No,6,No,Yes
TXN002221,1810,Uasin Gishu,Nairobi,0,Send Money,67,17,Yes,Yes,4,Yes,Yes
TXN002222,201629,Nakuru,Kakamega,23,Withdraw,73,25,Yes,Yes,2,No,Yes
TXN002224,251723,Meru,Meru,16,Till,34,13,Yes,Yes,0,Yes,Yes
TXN002227,99199,Machakos,Nakuru,8,Withdraw,82,9,Yes,Yes,5,Yes,Yes
TXN002229,231584,Kiambu,Nairobi,4,Send Money,19,23,Yes,Yes,0,Yes,Yes
TXN002230,361136,Meru,Kiambu,0,Paybill,65,5,Yes,Yes,8,No,Yes
TXN002231,467024,Kakamega,Kiambu,22,Till,51,5,Yes,No,8,Yes,Yes
TXN002232,474443,Kiambu,Kisumu,7,Till,18,15,Yes,No,3,No,Yes
TXN002237,240321,Meru,Uasin Gishu,2,Till,12,1,Yes,Yes,3,Yes,Yes
TXN002241,3638,Kiambu,Nakuru,11,Withdraw,47,16,Yes,No,7,Yes,Yes
TXN002242,43604,Kisumu,Kakamega,21,Paybill,63,14,Yes,Yes,5,Yes,Yes
TXN002245,248198,Machakos,Nairobi,1,Withdraw,60,27,Yes,Yes,0,Yes,Yes
TXN002247,425611,Nyeri,Kisumu,3,Paybill,27,10,Yes,No,6,No,Yes
TXN002250,286679,Uasin Gishu,Nakuru,9,Paybill,71,3,Yes,No,3,Yes,Yes
TXN002253,427437,Kisumu,Nakuru,0,Send Money,113,12,No,Yes,4,Yes,Yes
TXN002255,27769,Meru,Kakamega,17,Send Money,8,7,Yes,Yes,3,Yes,Yes
TXN002257,56116,Nairobi,Mombasa,20,Withdraw,97,23,No,Yes,7,No,Yes
TXN002258,463576,Mombasa,Meru,20,Till,119,5,No,Yes,8,No,Yes
TXN002260,117205,Kisumu,Nyeri,16,Withdraw,44,17,Yes,Yes,0,No,Yes
TXN002261,274035,Nakuru,Kakamega,3,Withdraw,96,1,No,Yes,7,Yes,Yes
TXN002263,131811,Nakuru,Nairobi,14,Withdraw,62,16,Yes,Yes,7,No,Yes
TXN002264,293472,Nyeri,Machakos,11,Withdraw,111,4,Yes,Yes,4,Yes,Yes
TXN002265,454676,Nakuru,Kisumu,6,Withdraw,65,2,Yes,Yes,4,No,Yes
TXN002269,439785,Nairobi,Kakamega,0,Paybill,53,29,No,Yes,6,Yes,Yes
TXN002270,103662,Mombasa,Meru,17,Paybill,47,2,No,Yes,4,Yes,Yes
TXN002271,303029,Nairobi,Kiambu,3,Withdraw,18,10,No,Yes,3,Yes,Yes
TXN002272,314982,Nairobi,Kisumu,3,Till,104,26,Yes,Yes,5,Yes,Yes
TXN002274,121206,Mombasa,Nairobi,10,Send Money,86,28,No,Yes,4,Yes,Yes
TXN002276,448590,Machakos,Mombasa,4,Send Money,16,11,No,Yes,8,No,Yes
TXN002279,119106,Uasin Gishu,Machakos,8,Withdraw,94,13,Yes,Yes,4,No,Yes
TXN002280,405410,Kakamega,Mombasa,0,Withdraw,60,15,Yes,Yes,5,Yes,Yes
TXN002281,106781,Kiambu,Kakamega,17,Paybill,8,27,No,Yes,5,No,Yes
TXN002282,252313,Machakos,Kiambu,7,Send Money,86,24,Yes,Yes,1,No,Yes
TXN002284,352224,Kiambu,Uasin Gishu,21,Withdraw,24,13,Yes,Yes,2,No,Yes
TXN002288,468300,Kiambu,Nyeri,16,Withdraw,68,14,No,Yes,6,Yes,Yes
TXN002289,310072,Nakuru,Kiambu,0,Till,87,8,Yes,Yes,5,No,Yes
TXN002290,413297,Mombasa,Machakos,19,Withdraw,4,22,Yes,No,3,No,Yes
TXN002291,225003,Uasin Gishu,Kakamega,1,Withdraw,33,25,Yes,No,3,No,Yes
TXN002293,307647,Kisumu,Kisumu,15,Paybill,91,28,Yes,Yes,8,No,Yes
TXN002294,451101,Nairobi,Kisumu,5,Paybill,52,24,Yes,No,3,Yes,Yes
TXN002295,252833,Uasin Gishu,Meru,3,Withdraw,14,4,Yes,No,5,No,Yes
TXN002298,306503,Uasin Gishu,Meru,17,Send Money,110,26,Yes,Yes,0,Yes,Yes
